pdb_id,chain,curvature_mean,twist_mean,twist_hand_mean,pitch_mean,pitch_hand_mean,tmscore_mean,yaw_mean,curvature_std,twist_std,twist_hand_std,pitch_std,pitch_hand_std,tmscore_std,yaw_std,classification
3OPM,D,1.48,1.685,0.333,1.041,-0.333,0.358,1.133,0.245,0.479,0.943,0.215,0.943,0.01,1.167,4.4.5.1
5BRB,A,1.48,0.822,-0.333,0.393,0,0.378,0.623,0.828,0.844,0.943,0.226,1,0.07,0.728,4.1.1.1
5VTB,A,1.48,0.032,-0.333,0.062,0,0.748,0.073,0.792,0.028,0.943,0.048,1,0.096,0.06,4.4.1.1
6G7J,A,1.48,0.13,-1,0.085,0,0.533,1.814,0.464,0.085,0,0.002,1,0.008,0.339,3.3
1M0L,A,1.481,0.048,-1,0.116,-1,0.533,1.516,0.478,0.039,0,0.06,0,0.006,0.002,3.3
2H6Q,A,1.481,0.056,-0.333,0.058,0.333,0.759,0.115,0.628,0.021,0.943,0.045,0.943,0.116,0.072,4.4.1.1
3UVK,A,1.481,0.054,0.333,0.075,0,0.756,0.071,0.717,0.036,0.943,0.085,1,0.145,0.086,4.4.1.1
4PE8,A,1.481,0.494,-0.333,0.457,-0.333,0.383,0.806,0.627,0.312,0.943,0.42,0.943,0.081,0.362,4.1.1.5
1AVH,B,1.482,0.554,1,0.246,0.333,0.782,1.9,0.173,0.123,0,0.12,0.943,0.065,0.071,5.1.1.1
1G4T,B,1.482,0.69,0.143,0.354,0.429,0.36,0.463,0.872,0.777,0.99,0.201,0.904,0.069,0.727,4.1
1W20,A,1.482,0.964,-0.5,0.122,-0.5,0.473,0.964,0.342,1.134,0.866,0.114,0.866,0.069,1.084,
2O02,B,1.482,0.799,-0.333,0.536,-1,0.633,1.53,0.373,0.54,0.943,0.558,0,0.086,0.904,3.3
3EI4,B,1.482,0.182,0.667,0.122,0,0.555,0.162,0.411,0.119,0.745,0.122,1,0.055,0.079,4.4.1.1
6V6Z,A,1.482,0.031,0.2,0.083,0.6,0.907,0.156,0.689,0.041,0.98,0.089,0.8,0.064,0.064,4.4.1.2
1YXY,A,1.483,0.733,-0.25,0.636,0,0.407,0.656,0.786,0.66,0.968,0.385,1,0.063,0.815,4.1.1.3
3VHH,B,1.483,1.462,-0.333,0.358,-0.333,0.363,0.915,0.713,0.498,0.943,0.252,0.943,0.048,0.84,4.2
1BC0,A,1.484,0.678,1,0.282,0.333,0.878,1.884,0.198,0.105,0,0.116,0.943,0.003,0.053,5.1.1.1
1H5V,A,1.484,0.327,0.143,0.305,-0.429,0.391,0.52,0.734,0.309,0.99,0.224,0.904,0.064,0.297,4.1
1SO4,A,1.484,0.381,0.143,0.405,0.143,0.346,0.393,0.812,0.316,0.99,0.305,0.99,0.094,0.241,4.1
3WSX,A,1.484,0.734,-0.111,0.355,0.333,0.514,0.714,0.745,1.111,0.994,0.382,0.943,0.08,0.817,4.4
1IVG,A,1.485,0.747,-0.6,0.214,-0.2,0.455,0.657,0.781,0.958,0.8,0.171,0.98,0.092,0.765,
1K7V,A,1.485,1.376,-1,0.431,0,0.743,0.831,0.393,0.218,0,0.352,1,0.104,0.372,5.3.1.2
1ZAA,C,1.485,0.693,1,0.412,0,0.773,0.136,0.014,0.071,0,0.009,1,0.062,0.074,5.3
2I3S,C,1.485,0.104,0.667,0.224,0.333,0.585,0.117,0.821,0.03,0.745,0.253,0.943,0.063,0.089,4.4.1.1
4RE6,B,1.485,1.736,0,0.441,0,0.496,1.664,0.711,0.74,1,0.324,1,0.116,1.033,4.4.1.3
5EKQ,A,1.485,1.503,0,0.513,0.5,0.688,0.933,0.389,0.88,1,0.319,0.866,0.042,0.706,5.3.1.1
1A1H,A,1.486,0.686,1,0.46,0,0.745,0.2,0.042,0.022,0,0.02,1,0.026,0.08,5.3
1AP9,A,1.486,0.238,-1,0.066,-1,0.507,1.632,0.467,0.205,0,0.017,0,0.009,0.016,3.3
2B5M,A,1.486,0.27,0.333,0.119,-0.333,0.507,0.192,0.665,0.156,0.943,0.089,0.943,0.08,0.128,4.4
2HJ4,B,1.486,0.394,0.333,0.322,-1,0.539,0.492,0.841,0.408,0.943,0.436,0,0.109,0.653,4.4
3CFS,B,1.486,0.068,0,0.142,-0.333,0.657,0.108,0.663,0.05,1,0.16,0.943,0.128,0.071,4.4.1.1
3SMR,D,1.486,0.062,0.333,0.068,-0.333,0.728,0.093,0.691,0.047,0.943,0.114,0.943,0.132,0.077,4.4.1.1
4J84,B,1.486,0.125,0,0.105,0.667,0.669,0.064,0.727,0.069,1,0.138,0.745,0.105,0.061,4.4.1.1
5TCJ,G,1.486,0.702,0.6,0.26,0.2,0.352,0.703,0.476,0.408,0.8,0.134,0.98,0.114,0.423,4.1.1.4
6E1Y,B,1.486,0.047,0.333,0.039,0.333,0.763,0.075,0.672,0.033,0.943,0.017,0.943,0.113,0.048,4.4.1.1
1W20,C,1.487,1.547,0.5,0.214,0,0.439,1.408,0.553,1.319,0.866,0.129,1,0.105,0.949,
1YPI,A,1.487,0.627,-0.2,0.538,0.2,0.3,0.668,0.891,0.619,0.98,0.379,0.98,0.048,0.722,4.1.1.1
2GG6,A,1.487,2.876,-0.6,0.891,0.2,0.587,2.786,0.488,0.15,0.8,0.497,0.98,0.039,0.253,4.5
4XZ9,C,1.487,0.785,-0.6,0.505,-0.2,0.462,1.219,0.769,0.659,0.8,0.359,0.98,0.044,0.874,4.1.1.2
1XXQ,A,1.488,0.734,1,0.423,-1,0.614,1.574,0.575,0.045,0,0.147,0,0.041,0.514,4.8
2Y70,C,1.488,0.221,0,0.244,0,0.428,0.328,0.793,0.185,1,0.119,1,0.102,0.231,4.1.1.1
2Z2C,C,1.488,2.81,-0.2,0.732,0.2,0.626,2.907,0.621,0.249,0.98,0.454,0.98,0.094,0.203,4.5
3PG8,A,1.488,0.33,-0.143,0.337,-0.429,0.404,0.378,0.879,0.516,0.99,0.435,0.904,0.074,0.665,4.1
3VHH,D,1.488,1.348,-0.333,0.317,-1,0.36,0.769,0.72,0.553,0.943,0.342,0,0.041,0.853,4.2
4Z4L,A,1.488,0.088,1,0.05,-1,0.755,0.107,0.532,0.043,0,0.013,0,0.045,0.094,4.6.1
5IRW,B,1.488,1.224,-0.333,0.322,-1,0.364,0.73,0.643,0.555,0.943,0.166,0,0.086,0.914,4.2
2A8G,B,1.489,1.04,-0.333,0.435,-1,0.417,1.27,0.413,0.722,0.943,0.112,0,0.052,0.203,4.2
2AGX,B,1.489,0.172,0,0.101,0,0.541,0.292,0.473,0.089,1,0.078,1,0.105,0.143,4.4
2UVK,A,1.489,0.245,-0.6,0.48,0.2,0.649,0.155,0.315,0.181,0.8,0.444,0.98,0.047,0.055,4.4.1.2
4ESG,B,1.489,0.037,0.333,0.045,0.667,0.74,0.111,0.706,0.012,0.943,0.042,0.745,0.127,0.07,4.4.1.1
5E7C,O,1.489,1.938,-1,0.508,0.333,0.389,2.303,0.872,1.247,0,0.284,0.943,0.057,0.402,4.2
1RTG,A,1.49,0.101,-1,0.205,-0.333,0.717,0.062,0.117,0.037,0,0.093,0.943,0.027,0.051,4.4
5HE1,B,1.49,0.023,0.333,0.075,0.333,0.741,0.141,0.793,0.018,0.943,0.06,0.943,0.106,0.075,4.4.1.1
6DRU,B,1.49,2.106,0.333,0.442,-0.333,0.263,1.658,0.76,1.315,0.943,0.249,0.943,0.04,0.742,
1GQ1,A,1.491,0.204,0.143,0.157,0.429,0.584,0.206,0.754,0.105,0.99,0.122,0.904,0.12,0.129,4.4
1ISV,A,1.491,1.229,0.333,0.847,-1,0.599,2.27,0.985,0.356,0.943,0.444,0,0.287,0.422,4.3.2
1M9I,A,1.491,0.406,0.143,0.289,-0.143,0.82,1.923,0.752,0.159,0.99,0.147,0.99,0.059,0.619,5.1
2I3S,A,1.491,1.065,0,0.489,1,0.526,1.216,0.818,1.076,1,0.399,0,0.085,1.262,4.4.1.1
2YNP,A,1.491,0.264,-0.667,0.212,-0.333,0.509,0.151,0.762,0.22,0.745,0.176,0.943,0.104,0.107,4.4.1.1
3LLD,A,1.491,0.208,-0.143,0.388,0.143,0.414,0.28,0.552,0.16,0.99,0.251,0.99,0.081,0.171,4.1
4DEP,B,1.491,1.187,-1,0.229,0,0.65,0.469,0.581,1.182,0,0.116,1,0.103,0.176,5.5
5FLC,D,1.491,0.166,0.667,0.124,0.667,0.679,0.146,0.596,0.099,0.745,0.066,0.745,0.1,0.119,4.4.1.1
2C91,E,1.492,0.55,-0.143,0.52,-0.143,0.397,0.54,0.817,0.428,0.99,0.263,0.99,0.06,0.375,4.1
3LLD,B,1.492,0.823,0.143,0.445,-0.429,0.399,0.759,0.701,0.963,0.99,0.393,0.904,0.129,0.774,4.1
4D4O,B,1.492,0.181,0.667,0.11,-0.333,0.559,0.326,0.726,0.112,0.745,0.066,0.943,0.102,0.196,
4WRQ,B,1.492,0.808,-0.333,0.565,-0.333,0.63,1.477,0.344,0.487,0.943,0.566,0.943,0.089,0.873,3.3
6G7L,A,1.492,0.113,-1,0.104,0,0.529,1.891,0.475,0.065,0,0.004,1,0.009,0.29,3.3
1B8E,A,1.493,1.245,0.333,0.208,-0.333,0.316,1.471,0.572,1.08,0.943,0.163,0.943,0.07,0.945,4.2.1.2
3L4M,D,1.493,0.118,-0.667,0.306,0,0.537,0.218,0.637,0.112,0.745,0.284,1,0.082,0.155,4.4
5GQE,A,1.493,1.761,-0.333,0.986,0.333,0.596,1.685,0.908,0.34,0.943,0.241,0.943,0.238,1.044,4.1
1JK1,A,1.494,0.671,1,0.441,0,0.768,0.1,0.044,0.044,0,0.038,1,0.03,0.057,5.3
2XL2,B,1.494,0.045,-0.667,0.046,0.667,0.739,0.106,0.393,0.016,0.745,0.038,0.745,0.099,0.037,4.4.1.1
2YVW,A,1.494,2.845,-0.6,1.025,0.2,0.618,2.693,0.649,0.148,0.8,0.3,0.98,0.094,0.204,4.5
3NOX,A,1.494,0.465,-0.333,0.645,0.333,0.36,0.628,1.001,0.268,0.943,0.117,0.943,0.161,0.193,4.4.5.1
1CI1,B,1.495,0.626,-0.2,0.267,0.6,0.314,0.272,0.676,0.285,0.98,0.227,0.8,0.048,0.237,4.1.1.1
1V3B,A,1.495,0.28,-0.6,0.222,0.6,0.411,0.338,0.442,0.225,0.8,0.116,0.8,0.123,0.281,4.4
6G7K,A,1.495,0.125,-1,0.102,0,0.527,1.88,0.485,0.079,0,0.005,1,0.004,0.348,3.3
1E0O,C,1.496,0.343,-1,0.368,0,0.589,0.566,0.316,0.149,0,0.067,1,0.154,0.371,4.3.2
1R2N,A,1.496,0.122,-1,0.086,0,0.534,1.896,0.47,0.064,0,0.008,1,0.018,0.36,3.3
2J27,A,1.496,0.325,0,0.382,0.333,0.312,0.233,0.558,0.176,1,0.242,0.943,0.05,0.219,4.1.1.1
2VSE,A,1.496,0.216,0,0.211,0,0.632,1.705,0.489,0.083,1,0.001,1,0.115,0.602,4.3.2.1
3F3G,B,1.496,0.108,0.6,0.086,0.2,0.703,0.067,0.779,0.069,0.8,0.079,0.98,0.064,0.056,4.4.1.1
3IEB,B,1.496,0.248,-0.429,0.334,-0.429,0.366,0.303,0.611,0.203,0.904,0.368,0.904,0.085,0.296,4.1
3VHM,C,1.496,0.962,-0.333,0.32,-0.333,0.381,1.456,0.333,0.944,0.943,0.279,0.943,0.092,0.182,4.2
6HG5,D,1.496,1.467,0,0.164,0.5,0.461,1.382,0.586,1.256,1,0.062,0.866,0.089,0.988,
6RMK,A,1.496,0.114,-1,0.095,0,0.531,1.819,0.47,0.068,0,0.005,1,0.005,0.293,3.3
2ZAD,A,1.497,0.223,-0.6,0.356,-0.2,0.494,0.256,0.777,0.177,0.8,0.254,0.98,0.08,0.134,4.1
3FRX,D,1.497,0.185,0,0.121,-1,0.721,0.128,0.875,0.081,1,0.101,0,0.113,0.094,4.4.1.1
3KST,A,1.497,0.143,-0.5,0.069,-0.5,0.608,0.202,0.539,0.056,0.866,0.061,0.866,0.046,0.094,4.4.3.1
1A1F,A,1.498,0.641,1,0.454,0,0.76,0.118,0.044,0.004,0,0.038,1,0.017,0.045,5.3
1DZE,A,1.498,0.128,-1,0.092,0,0.538,1.808,0.469,0.074,0,0.024,1,0.021,0.281,3.3
1MG3,M,1.498,0.147,0.333,0.268,0,0.541,0.112,0.63,0.095,0.943,0.356,1,0.051,0.053,4.4
1QOQ,A,1.498,1.299,0.6,0.447,-0.2,0.412,0.774,0.807,1.004,0.8,0.239,0.98,0.028,0.406,4.1.1.4
1VGA,D,1.498,0.25,-0.333,0.214,1,0.329,0.941,0.857,0.18,0.943,0.044,0,0.093,0.196,4.1.1.1
2H3X,D,1.498,0.412,0,0.333,0,0.522,0.572,0.74,0.398,1,0.428,1,0.116,0.607,4.4
3G1F,B,1.498,0.509,0.429,0.23,-0.429,0.359,0.5,0.811,0.567,0.904,0.069,0.904,0.107,0.581,4.1
4GM8,A,1.498,0.023,0,0.03,-0.333,0.755,0.122,0.708,0.02,1,0.027,0.943,0.144,0.073,4.4.1.1
5G04,R,1.498,0.098,-0.333,0.084,0,0.668,0.122,0.742,0.041,0.943,0.07,1,0.101,0.068,4.4.1.1
6GA2,A,1.498,0.109,-1,0.088,0,0.53,1.811,0.474,0.067,0,0.008,1,0.007,0.294,3.3
6GA5,A,1.498,0.109,-1,0.088,0,0.53,1.811,0.474,0.067,0,0.008,1,0.007,0.294,3.3
6GA7,A,1.498,0.109,-1,0.088,0,0.53,1.811,0.474,0.067,0,0.008,1,0.007,0.294,3.3
6GA8,A,1.498,0.109,-1,0.088,0,0.53,1.811,0.474,0.067,0,0.008,1,0.007,0.294,3.3
6GA9,A,1.498,0.109,-1,0.088,0,0.53,1.811,0.474,0.067,0,0.008,1,0.007,0.294,3.3
6GAA,A,1.498,0.109,-1,0.088,0,0.53,1.811,0.474,0.067,0,0.008,1,0.007,0.294,3.3
6GAB,A,1.498,0.109,-1,0.088,0,0.53,1.811,0.474,0.067,0,0.008,1,0.007,0.294,3.3
6GAC,A,1.498,0.109,-1,0.088,0,0.53,1.811,0.474,0.067,0,0.008,1,0.007,0.294,3.3
6GAD,A,1.498,0.109,-1,0.088,0,0.53,1.811,0.474,0.067,0,0.008,1,0.007,0.294,3.3
6GAE,A,1.498,0.109,-1,0.088,0,0.53,1.811,0.474,0.067,0,0.008,1,0.007,0.294,3.3
6GAF,A,1.498,0.109,-1,0.088,0,0.53,1.811,0.474,0.067,0,0.008,1,0.007,0.294,3.3
6GAG,A,1.498,0.109,-1,0.088,0,0.53,1.811,0.474,0.067,0,0.008,1,0.007,0.294,3.3
6GAH,A,1.498,0.109,-1,0.088,0,0.53,1.811,0.474,0.067,0,0.008,1,0.007,0.294,3.3
6GAI,A,1.498,0.109,-1,0.088,0,0.53,1.811,0.474,0.067,0,0.008,1,0.007,0.294,3.3
1MG3,E,1.499,0.299,0.333,0.217,0,0.544,0.176,0.68,0.237,0.943,0.138,1,0.068,0.149,4.4
2H9P,A,1.499,0.041,0.667,0.039,-0.333,0.77,0.125,0.712,0.013,0.745,0.023,0.943,0.151,0.081,4.4.1.1
3KST,B,1.499,0.09,0.333,0.112,0.333,0.529,0.399,0.374,0.068,0.943,0.077,0.943,0.095,0.149,4.4.3.1
4H5J,B,1.499,0.077,0,0.299,-0.333,0.599,0.094,0.612,0.041,1,0.272,0.943,0.064,0.052,4.4
6KIV,R,1.499,0.054,-0.6,0.143,-0.2,0.646,0.111,0.794,0.043,0.8,0.202,0.98,0.064,0.067,4.4.1.1
1JK2,A,1.5,0.69,1,0.443,0,0.752,0.121,0.03,0.023,0,0.027,1,0.046,0.047,5.3
4BH6,F,1.5,0.087,0,0.089,0.333,0.699,0.068,0.863,0.062,1,0.062,0.943,0.088,0.052,4.4.1.1
4J77,B,1.5,0.061,0,0.09,0,0.689,0.072,0.895,0.029,1,0.099,1,0.093,0.057,4.4.1.1
1B56,A,1.501,0.467,-0.5,0.178,-0.5,0.31,1.075,0.228,0.547,0.866,0.134,0.866,0.084,0.493,4.2.1.2
1GEN,A,1.501,0.094,-1,0.184,-0.333,0.685,0.062,0.092,0.038,0,0.072,0.943,0.043,0.056,4.4
1R84,A,1.501,0.113,-1,0.081,0,0.525,1.929,0.472,0.062,0,0.006,1,0.024,0.32,3.3
1VKD,A,1.501,0.296,-0.5,0.178,0,0.553,0.086,0.511,0.181,0.866,0.088,1,0.073,0.038,4.4.3.1
3CT7,C,1.501,0.127,0,0.3,0,0.327,0.183,0.725,0.113,1,0.218,1,0.07,0.137,4.1.1.3
4BP9,F,1.501,0.825,0,0.589,0.667,0.462,0.872,0.587,0.712,1,0.33,0.745,0.082,0.917,4.4.1.3
1VKD,C,1.502,0.294,-0.5,0.181,0,0.554,0.091,0.514,0.178,0.866,0.089,1,0.074,0.041,4.4.3.1
2H0M,A,1.502,0.538,-1,0.533,-0.333,0.839,2.075,0.326,0.141,0,0.182,0.943,0.029,0.02,5.1.1.1
4HWL,B,1.502,0.139,-1,0.069,0,0.539,1.842,0.474,0.069,0,0.02,1,0.025,0.347,3.3
6N9G,C,1.502,0.049,-0.333,0.056,0.333,0.728,0.047,0.668,0.029,0.943,0.043,0.943,0.073,0.032,4.4.1.1
1QHU,A,1.503,0.135,-0.333,0.252,0.333,0.562,0.297,0.281,0.129,0.943,0.085,0.943,0.107,0.105,4.4
1TYE,A,1.503,0.562,-0.333,0.43,-0.667,0.614,0.483,0.804,0.587,0.943,0.385,0.745,0.148,0.547,4.4
4V0O,H,1.503,0.134,0,0.082,0,0.66,0.063,0.812,0.111,1,0.031,1,0.048,0.074,4.4
5KL6,A,1.503,0.71,1,0.538,0,0.758,0.23,0.031,0.09,0,0.04,1,0.005,0.076,5.3
7TXC,E,1.503,0.206,1,0.955,0,0.669,0.273,0.018,0.006,0,0.095,1,0.008,0.076,5.3
1A0T,Q,1.504,0.795,-0.25,0.499,-0.25,0.374,0.883,0.842,0.938,0.968,0.417,0.968,0.063,0.735,4.2
1SPQ,B,1.504,1.007,0,0.548,-0.75,0.338,0.898,0.774,0.802,1,0.376,0.661,0.105,0.595,4.1.1.1
2H47,D,1.504,0.243,-0.333,0.171,0,0.51,0.295,0.758,0.125,0.943,0.062,1,0.079,0.188,4.4
2YNP,A,1.504,0.033,0,0.05,0,0.699,0.08,0.694,0.026,1,0.061,1,0.105,0.092,4.4.1.1
3CCB,C,1.504,0.368,-1,0.81,1,0.31,2.298,0.005,0.333,0,0.398,0,0.009,0.782,4.4.5.1
3SXT,F,1.504,0.233,0.333,0.153,0,0.57,0.095,0.614,0.116,0.943,0.119,1,0.075,0.052,4.4
4AEZ,G,1.505,0.098,-0.667,0.045,-0.333,0.686,0.116,0.676,0.061,0.745,0.051,0.943,0.094,0.057,4.4.1.1
5ZIN,A,1.505,0.116,-1,0.117,0,0.537,1.852,0.513,0.083,0,0.019,1,0.007,0.283,3.3
1T9F,A,1.506,0.348,0,0.342,-1,0.689,1.665,0.591,0.097,1,0.174,0,0.048,0.47,4.3.2
1VYH,K,1.506,0.067,0.333,0.096,-0.333,0.722,0.119,0.666,0.052,0.943,0.047,0.943,0.128,0.087,4.4.1.1
3KQA,D,1.506,2.49,-0.2,0.814,-0.2,0.64,2.749,0.682,0.611,0.98,0.336,0.98,0.092,0.535,4.5
3VT0,B,1.506,0.138,0,0.089,-0.5,0.558,0.186,0.686,0.089,1,0.063,0.866,0.089,0.154,4.4.3.1
4ERQ,B,1.506,0.037,-0.333,0.043,0.667,0.755,0.11,0.619,0.025,0.943,0.056,0.745,0.101,0.027,4.4.1.1
5FVN,A,1.506,0.698,-0.667,0.52,0,0.444,0.575,0.588,0.67,0.745,0.343,1,0.063,0.453,4.2.1.1
5ZID,A,1.506,0.912,-0.429,0.322,0.143,0.54,0.92,0.955,1.285,0.904,0.319,0.99,0.047,1.303,4.4.5.1
1BLR,A,1.507,0.241,0,0.221,-0.5,0.262,0.968,0.55,0.134,1,0.138,0.866,0.056,0.71,4.2.1.2
2G99,A,1.507,0.05,-0.333,0.042,-0.333,0.75,0.052,0.657,0.021,0.943,0.034,0.943,0.105,0.062,4.4.1.1
2O56,D,1.507,0.37,-0.333,0.312,-0.667,0.384,0.346,0.877,0.212,0.943,0.164,0.745,0.051,0.068,4.1
3VT2,C,1.507,0.142,0,0.102,-0.5,0.591,0.086,0.679,0.095,1,0.06,0.866,0.042,0.082,4.4.3.1
1B9X,A,1.508,0.14,-0.333,0.178,0.333,0.711,0.133,0.687,0.067,0.943,0.197,0.943,0.091,0.108,4.4.1.1
2OG9,A,1.508,0.255,-0.333,0.371,-0.333,0.429,0.452,0.889,0.146,0.943,0.198,0.943,0.079,0.433,4.1
4FHL,A,1.508,0.114,0,0.227,-0.333,0.562,0.237,0.787,0.099,1,0.225,0.943,0.047,0.154,4.4.1.1
1A1L,A,1.509,0.679,1,0.428,0,0.75,0.069,0.066,0.045,0,0.049,1,0.028,0.045,5.3
1MR9,Y,1.509,0.327,0,0.091,1,0.383,0.73,0.768,0.295,1,0.017,0,0.2,0.007,3.1.2.1
2HKR,B,1.509,0.117,-0.333,0.194,0.333,0.547,0.302,0.576,0.083,0.943,0.179,0.943,0.053,0.128,4.4
3O95,B,1.509,0.651,0.333,0.941,-0.333,0.383,0.713,0.536,0.459,0.943,0.344,0.943,0.136,0.049,4.4.5.1
4MYX,H,1.509,0.428,-0.429,0.182,0.143,0.424,0.148,0.797,0.477,0.904,0.167,0.99,0.048,0.236,4.1
4Z4J,A,1.509,0.1,0.5,0.102,0,0.745,0.147,0.858,0.09,0.866,0.046,1,0.089,0.076,4.6.1
1KQX,A,1.51,0.378,0.333,0.064,0.333,0.266,1.042,0.434,0.263,0.943,0.033,0.943,0.107,0.316,4.2
1P47,B,1.51,0.679,1,0.514,0,0.719,0.142,0.034,0.033,0,0.023,1,0.003,0.052,5.3
2ICR,A,1.51,1.329,0,0.778,-0.5,0.312,1.476,0.924,0.791,1,0.33,0.866,0.013,1.05,4.2
3BA0,A,1.51,0.109,-0.333,0.162,-0.333,0.631,0.286,0.282,0.058,0.943,0.125,0.943,0.057,0.075,4.4
3JB9,L,1.51,0.119,0.333,0.138,0,0.706,0.094,0.905,0.117,0.943,0.137,1,0.126,0.053,4.4.1.1
4PIF,D,1.51,0.324,0,0.173,1,0.573,0.566,0.367,0.029,1,0.167,0,0.033,0.455,4.8
5A45,A,1.51,0.183,0,0.2,-1,0.535,1.554,0.55,0.046,1,0.193,0,0.002,0.073,3.3
6PGB,A,1.51,0.074,0,0.067,0.667,0.752,0.099,0.712,0.067,1,0.091,0.745,0.135,0.057,4.4.1.1
1QHZ,A,1.511,0.313,-0.143,0.329,-0.429,0.396,0.629,0.856,0.191,0.99,0.067,0.904,0.087,0.736,4.1
1TJP,A,1.511,0.656,-0.6,0.295,0.2,0.415,0.514,0.745,0.523,0.8,0.216,0.98,0.065,0.563,4.1.1.4
3QZ4,B,1.511,0.122,0,0.107,1,0.559,0.051,0.54,0.088,1,0.06,0,0.06,0.036,4.4.3.1
6U8B,B,1.511,0.063,0.333,0.115,-0.333,0.723,0.154,0.745,0.052,0.943,0.178,0.943,0.132,0.096,4.4.1.1
1AW2,J,1.512,0.438,0.2,0.34,0.6,0.319,0.288,0.82,0.29,0.98,0.253,0.8,0.018,0.233,4.1.1.1
1VPX,R,1.512,0.696,-0.429,0.458,0.429,0.416,0.609,0.967,0.903,0.904,0.372,0.904,0.068,0.937,4.1.1.2
2HU8,B,1.512,0.057,0.333,0.159,0,0.55,0.143,0.697,0.037,0.943,0.077,1,0.048,0.075,4.4
4RZ4,J,1.512,1.035,0,0.382,-0.2,0.535,1.327,0.608,0.746,1,0.217,0.98,0.103,0.98,4.1.1.2
6BW4,C,1.512,0.056,-0.333,0.057,-0.333,0.699,0.102,0.772,0.059,0.943,0.056,0.943,0.125,0.088,4.4.1.1
6G7I,A,1.512,0.116,-1,0.098,0,0.529,1.853,0.495,0.073,0,0,1,0.009,0.302,3.3
1CWQ,A,1.513,0.194,-1,0.15,0,0.522,1.592,0.469,0.183,0,0.032,1,0.011,0.042,3.3
2O4V,A,1.513,0.727,-1,0.407,-0.333,0.465,0.439,0.62,0.41,0,0.437,0.943,0.085,0.336,4.2.1.1
6GA3,A,1.513,0.109,-1,0.093,0,0.532,1.834,0.494,0.068,0,0.006,1,0.009,0.28,3.3
1MG2,A,1.514,0.287,0,0.225,0.333,0.532,0.179,0.659,0.206,1,0.157,0.943,0.101,0.077,4.4
1W1X,A,1.514,1.09,0,0.497,0.5,0.39,0.722,0.587,0.84,1,0.146,0.866,0.069,0.474,3.4
4QQ1,A,1.514,0.777,-1,0.503,-0.333,0.323,0.835,0.897,0.119,0,0.325,0.943,0.046,0.468,4.2
5KE6,A,1.514,0.584,1,0.305,0,0.815,0.205,0.006,0.182,0,0.011,1,0.048,0.033,5.3
1VJM,A,1.515,0.115,-1,0.089,0,0.539,1.826,0.501,0.063,0,0.007,1,0.01,0.266,3.3
3MZL,A,1.515,0.12,-0.6,0.102,0.2,0.681,0.193,0.675,0.063,0.8,0.073,0.98,0.076,0.054,4.4.1.1
5BN6,H,1.515,0.223,1,0.308,0,0.577,0.586,0.284,0.134,0,0.148,1,0.041,0.372,4.8
5FMB,A,1.515,0.465,-1,0.561,0,0.547,0.343,0.502,0.096,0,0.114,1,0.004,0.175,4.4.3.1
1A50,A,1.516,0.503,0.2,0.52,0.6,0.326,0.654,0.594,0.446,0.98,0.518,0.8,0.053,0.401,4.1.1.4
1UCQ,A,1.516,0.119,-1,0.089,0,0.53,1.864,0.481,0.077,0,0.004,1,0.021,0.273,3.3
3A5Z,H,1.516,1.305,1,0.494,0,0.481,1.618,0.001,0.466,0,0.255,1,0.044,0.107,5.2
3P5Z,A,1.516,0.864,0.429,0.333,-0.143,0.373,0.736,0.827,0.914,0.904,0.383,0.99,0.096,0.995,4.1
5AJA,A,1.516,0.075,0.667,0.123,-0.333,0.604,0.186,0.838,0.063,0.745,0.086,0.943,0.059,0.117,4.4
5ZIL,A,1.516,0.117,-1,0.119,0,0.538,1.864,0.524,0.088,0,0.021,1,0.007,0.273,3.3
5ZIM,A,1.516,0.114,-1,0.117,0,0.537,1.87,0.524,0.082,0,0.018,1,0.006,0.263,3.3
6E1Y,A,1.516,0.078,0.333,0.052,0,0.765,0.08,0.702,0.072,0.943,0.039,1,0.141,0.049,4.4.1.1
6KIX,R,1.516,0.115,-0.333,0.076,0,0.636,0.085,0.722,0.155,0.943,0.052,1,0.15,0.066,4.4.1.1
6MOX,A,1.516,0.412,-0.333,0.182,-0.333,0.229,0.865,0.287,0.11,0.943,0.146,0.943,0.02,0.229,4.4
6PGC,A,1.516,0.054,0,0.055,0.333,0.75,0.104,0.473,0.067,1,0.025,0.943,0.156,0.068,4.4.1.1
6RQP,A,1.516,0.124,-1,0.096,0,0.532,1.897,0.496,0.08,0,0.004,1,0.017,0.262,3.3
1X0S,A,1.517,0.121,-1,0.073,0,0.53,1.911,0.473,0.088,0,0.008,1,0.025,0.25,3.3
3JBX,D,1.517,0.251,1,0.364,-0.6,0.534,0.204,0.396,0.123,0,0.288,0.8,0.113,0.081,4.4
4HYX,A,1.517,0.141,-1,0.07,0,0.539,1.878,0.49,0.071,0,0.014,1,0.023,0.33,3.3
4O4U,A,1.517,0.21,0.333,0.236,0.333,0.371,0.218,0.09,0.204,0.943,0.099,0.943,0.014,0.147,4.2
4GM9,A,1.518,0.075,0.333,0.166,-0.667,0.723,0.115,0.882,0.051,0.943,0.194,0.745,0.12,0.057,4.4.1.1
4HWL,A,1.518,0.139,-1,0.074,0,0.539,1.873,0.493,0.073,0,0.017,1,0.024,0.324,3.3
4PIK,B,1.518,0.302,0,0.166,0,0.58,0.578,0.367,0.028,1,0.16,1,0.037,0.444,4.8
